postcode6,buurtcode,buurtnaam
1012SZ,BU0363AD02,Hemelrijk
1012TA,BU0363AD02,Hemelrijk
1012TB,BU0363AD02,Hemelrijk
1012TC,BU0363AD04,Spuistraat-Noord
1012TD,BU0363AD04,Spuistraat-Noord
1012TE,BU0363AD04,Spuistraat-Noord
1012TG,BU0363AD04,Spuistraat-Noord
1012TH,BU0363AD04,Spuistraat-Noord
1012TJ,BU0363AD04,Spuistraat-Noord
1012TK,BU0363AD02,Hemelrijk
1012TL,BU0363AD02,Hemelrijk
1012TM,BU0363AD03,Nieuwendijk-Noord
1012TN,BU0363AD03,Nieuwendijk-Noord
1012TP,BU0363AD02,Hemelrijk
1012TR,BU0363AD02,Hemelrijk
1012TS,BU0363AD02,Hemelrijk
1012TT,BU0363AD04,Spuistraat-Noord
1012TV,BU0363AD04,Spuistraat-Noord
1012TW,BU0363AD04,Spuistraat-Noord
1012TX,BU0363AD04,Spuistraat-Noord
1012TZ,BU0363AD04,Spuistraat-Noord
1012VA,BU0363AD04,Spuistraat-Noord
1012VB,BU0363AD04,Spuistraat-Noord
1012VC,BU0363AD02,Hemelrijk
1012VD,BU0363AD04,Spuistraat-Noord
1012VE,BU0363AD04,Spuistraat-Noord
1012VG,BU0363AD04,Spuistraat-Noord
1012VH,BU0363AD04,Spuistraat-Noord
1012VJ,BU0363AD04,Spuistraat-Noord
1012VK,BU0363AD04,Spuistraat-Noord
1012VM,BU0363AD06,Spuistraat-Zuid
1012VN,BU0363AD06,Spuistraat-Zuid
1012VP,BU0363AD06,Spuistraat-Zuid
1012VR,BU0363AD06,Spuistraat-Zuid
1012VS,BU0363AD06,Spuistraat-Zuid
1012VT,BU0363AD06,Spuistraat-Zuid
1012VV,BU0363AD06,Spuistraat-Zuid
1012VW,BU0363AD06,Spuistraat-Zuid
1012VX,BU0363AD06,Spuistraat-Zuid
1012VZ,BU0363AD06,Spuistraat-Zuid
1012WB,BU0363AD06,Spuistraat-Zuid
1012WC,BU0363AD06,Spuistraat-Zuid
1012WE,BU0363AD06,Spuistraat-Zuid
1012WG,BU0363AD06,Spuistraat-Zuid
1012WH,BU0363AC03,Felix Meritisbuurt
1012WJ,BU0363AD06,Spuistraat-Zuid
1012WK,BU0363AD06,Spuistraat-Zuid
1012WL,BU0363AD06,Spuistraat-Zuid
1012WN,BU0363AD06,Spuistraat-Zuid
1012WP,BU0363AD08,Kalverdriehoek
1012WR,BU0363AD08,Kalverdriehoek
1012WS,BU0363AD07,Begijnhofbuurt
1012WT,BU0363AD07,Begijnhofbuurt
1012WV,BU0363AD07,Begijnhofbuurt
1012WX,BU0363AD08,Kalverdriehoek
1012WZ,BU0363AD07,Begijnhofbuurt
1012XA,BU0363AD06,Spuistraat-Zuid
1012XB,BU0363AD08,Kalverdriehoek
1012XC,BU0363AD08,Kalverdriehoek
1012XD,BU0363AD07,Begijnhofbuurt
1012XE,BU0363AD08,Kalverdriehoek
1012XG,BU0363AD08,Kalverdriehoek
1012XH,BU0363AD08,Kalverdriehoek
1012XJ,BU0363AD08,Kalverdriehoek
1012XK,BU0363AD08,Kalverdriehoek
1012XL,BU0363AD08,Kalverdriehoek
1012XM,BU0363AD08,Kalverdriehoek
1012XN,BU0363AD08,Kalverdriehoek
1012XP,BU0363AD08,Kalverdriehoek
1012XR,BU0363AD08,Kalverdriehoek
1012XS,BU0363AD08,Kalverdriehoek
1012XT,BU0363AE05,BG-terrein e.o.
1012XV,BU0363AD08,Kalverdriehoek
1012XW,BU0363AD05,Nieuwe Kerk e.o.
1012XX,BU0363AE05,BG-terrein e.o.
1012XZ,BU0363AD05,Nieuwe Kerk e.o.
1012ZA,BU0363AE05,BG-terrein e.o.
1012ZD,BU0363AE05,BG-terrein e.o.
1012ZE,BU0363AE05,BG-terrein e.o.
1012ZG,BU0363AE05,BG-terrein e.o.
1012ZH,BU0363AD03,Nieuwendijk-Noord
1012ZJ,BU0363AE02,Oude Kerk e.o.
1012ZK,BU0363AD05,Nieuwe Kerk e.o.
1012ZL,BU0363AD06,Spuistraat-Zuid
1012ZX,BU0363AE04,Nes e.o.
1013AA,BU0363AA03,Westerdokseiland
1013AC,BU0363BB03,Minervahaven-Noordoost
1013AD,BU0363AA03,Westerdokseiland
1013AE,BU0363AA03,Westerdokseiland
1013AG,BU0363AA06,Haarlemmerbuurt-Oost
1013AJ,BU0363EC02,Houthavens-Oost
1013AK,BU0363BB06,Minervahaven-Zuidoost
1013AL,BU0363EC02,Houthavens-Oost
1013AM,BU0363BB06,Minervahaven-Zuidoost
1013AP,BU0363BB03,Minervahaven-Noordoost
1013AR,BU0363BB03,Minervahaven-Noordoost
1013AS,BU0363EC02,Houthavens-Oost
1013AV,BU0363AA02,Westelijke eilanden
1013AW,BU0363EC02,Houthavens-Oost
1013AZ,BU0363AA03,Westerdokseiland
1013BB,BU0363BB06,Minervahaven-Zuidoost
1013BC,BU0363BB03,Minervahaven-Noordoost
1013BD,BU0363EC01,Houthavens-West
1013BE,BU0363BB04,Minervahaven-Noordwest
1013BG,BU0363BB04,Minervahaven-Noordwest
1013BH,BU0363AA03,Westerdokseiland
1013BJ,BU0363BB02,Vlothaven
1013BK,BU0363BB02,Vlothaven
1013BL,BU0363BB01,Coenhaven
1013BM,BU0363BB01,Coenhaven
1013BN,BU0363BB01,Coenhaven
1013BP,BU0363AA03,Westerdokseiland
1013BR,BU0363AA03,Westerdokseiland
1013BS,BU0363BB01,Coenhaven
1013BT,BU0363BB01,Coenhaven
1013BV,BU0363AA03,Westerdokseiland
1013BW,BU0363AA02,Westelijke eilanden
1013BX,BU0363AA03,Westerdokseiland
1013BZ,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013CA,BU0363EB07,Spaarndammerbuurt-Noordoost
1013CB,BU0363EB07,Spaarndammerbuurt-Noordoost
1013CC,BU0363EB07,Spaarndammerbuurt-Noordoost
1013CD,BU0363EB07,Spaarndammerbuurt-Noordoost
1013CE,BU0363EB07,Spaarndammerbuurt-Noordoost
1013CG,BU0363AA03,Westerdokseiland
1013CH,BU0363EB07,Spaarndammerbuurt-Noordoost
1013CJ,BU0363EB07,Spaarndammerbuurt-Noordoost
1013CK,BU0363EB07,Spaarndammerbuurt-Noordoost
1013CL,BU0363EB07,Spaarndammerbuurt-Noordoost
1013CM,BU0363EB07,Spaarndammerbuurt-Noordoost
1013CN,BU0363EB08,Zeeheldenbuurt
1013CP,BU0363EB08,Zeeheldenbuurt
1013CR,BU0363EC02,Houthavens-Oost
1013CS,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013CT,BU0363AA02,Westelijke eilanden
1013CW,BU0363AA02,Westelijke eilanden
1013CX,BU0363BB02,Vlothaven
1013CZ,BU0363EC01,Houthavens-West
1013DA,BU0363AA05,Haarlemmerbuurt-West
1013DB,BU0363AA05,Haarlemmerbuurt-West
1013DC,BU0363AA05,Haarlemmerbuurt-West
1013DD,BU0363AA05,Haarlemmerbuurt-West
1013DE,BU0363AA02,Westelijke eilanden
1013DG,BU0363AA02,Westelijke eilanden
1013DH,BU0363AA02,Westelijke eilanden
1013DJ,BU0363AA02,Westelijke eilanden
1013DK,BU0363AA02,Westelijke eilanden
1013DL,BU0363AA02,Westelijke eilanden
1013DM,BU0363AA02,Westelijke eilanden
1013DN,BU0363AA02,Westelijke eilanden
1013DP,BU0363AA05,Haarlemmerbuurt-West
1013DR,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013DS,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013DT,BU0363EB04,Spaarndammerbuurt-Noordwest
1013DV,BU0363EB05,Spaarndammerbuurt-Midden
1013DW,BU0363EB05,Spaarndammerbuurt-Midden
1013DX,BU0363EB04,Spaarndammerbuurt-Noordwest
1013DZ,BU0363EB04,Spaarndammerbuurt-Noordwest
1013EA,BU0363AA06,Haarlemmerbuurt-Oost
1013EB,BU0363AA06,Haarlemmerbuurt-Oost
1013EC,BU0363AA06,Haarlemmerbuurt-Oost
1013ED,BU0363AA06,Haarlemmerbuurt-Oost
1013EE,BU0363AA06,Haarlemmerbuurt-Oost
1013EG,BU0363AA06,Haarlemmerbuurt-Oost
1013EH,BU0363AA06,Haarlemmerbuurt-Oost
1013EJ,BU0363AA06,Haarlemmerbuurt-Oost
1013EK,BU0363AA06,Haarlemmerbuurt-Oost
1013EL,BU0363AA06,Haarlemmerbuurt-Oost
1013EM,BU0363AA06,Haarlemmerbuurt-Oost
1013EN,BU0363AA06,Haarlemmerbuurt-Oost
1013EP,BU0363AA06,Haarlemmerbuurt-Oost
1013ER,BU0363AA06,Haarlemmerbuurt-Oost
1013ES,BU0363AA06,Haarlemmerbuurt-Oost
1013ET,BU0363AA06,Haarlemmerbuurt-Oost
1013EV,BU0363AA06,Haarlemmerbuurt-Oost
1013EW,BU0363AA06,Haarlemmerbuurt-Oost
1013EX,BU0363AA06,Haarlemmerbuurt-Oost
1013EZ,BU0363AA06,Haarlemmerbuurt-Oost
1013GA,BU0363AA06,Haarlemmerbuurt-Oost
1013GB,BU0363AA06,Haarlemmerbuurt-Oost
1013GC,BU0363AA06,Haarlemmerbuurt-Oost
1013GD,BU0363AA06,Haarlemmerbuurt-Oost
1013GE,BU0363AA06,Haarlemmerbuurt-Oost
1013GG,BU0363AA06,Haarlemmerbuurt-Oost
1013GH,BU0363AA06,Haarlemmerbuurt-Oost
1013GJ,BU0363AA06,Haarlemmerbuurt-Oost
1013GK,BU0363AA06,Haarlemmerbuurt-Oost
1013GL,BU0363AA06,Haarlemmerbuurt-Oost
1013GM,BU0363AA05,Haarlemmerbuurt-West
1013GN,BU0363AA06,Haarlemmerbuurt-Oost
1013GP,BU0363AA06,Haarlemmerbuurt-Oost
1013GR,BU0363AA06,Haarlemmerbuurt-Oost
1013GS,BU0363AA05,Haarlemmerbuurt-West
1013GT,BU0363AA05,Haarlemmerbuurt-West
1013GW,BU0363AA06,Haarlemmerbuurt-Oost
1013GX,BU0363AA06,Haarlemmerbuurt-Oost
1013GZ,BU0363AA06,Haarlemmerbuurt-Oost
1013HA,BU0363AA06,Haarlemmerbuurt-Oost
1013HB,BU0363AA05,Haarlemmerbuurt-West
1013HC,BU0363AA05,Haarlemmerbuurt-West
1013HD,BU0363AA05,Haarlemmerbuurt-West
1013HE,BU0363AA05,Haarlemmerbuurt-West
1013HG,BU0363AA05,Haarlemmerbuurt-West
1013HH,BU0363AA05,Haarlemmerbuurt-West
1013HK,BU0363AA05,Haarlemmerbuurt-West
1013HL,BU0363AA05,Haarlemmerbuurt-West
1013HM,BU0363AA05,Haarlemmerbuurt-West
1013HN,BU0363AA05,Haarlemmerbuurt-West
1013HP,BU0363AA05,Haarlemmerbuurt-West
1013HR,BU0363AA04,Planciusbuurt-Zuid
1013HS,BU0363AA04,Planciusbuurt-Zuid
1013HT,BU0363AA04,Planciusbuurt-Zuid
1013HV,BU0363AA04,Planciusbuurt-Zuid
1013HW,BU0363AA05,Haarlemmerbuurt-West
1013HX,BU0363AA05,Haarlemmerbuurt-West
1013HZ,BU0363AA05,Haarlemmerbuurt-West
1013JA,BU0363AA05,Haarlemmerbuurt-West
1013JB,BU0363AA02,Westelijke eilanden
1013JC,BU0363AA05,Haarlemmerbuurt-West
1013JD,BU0363AA05,Haarlemmerbuurt-West
1013JE,BU0363AA05,Haarlemmerbuurt-West
1013JG,BU0363AA05,Haarlemmerbuurt-West
1013JH,BU0363AA05,Haarlemmerbuurt-West
1013JJ,BU0363AA05,Haarlemmerbuurt-West
1013JK,BU0363AA05,Haarlemmerbuurt-West
1013JL,BU0363AA05,Haarlemmerbuurt-West
1013JM,BU0363AA05,Haarlemmerbuurt-West
1013JN,BU0363AA05,Haarlemmerbuurt-West
1013JP,BU0363AA05,Haarlemmerbuurt-West
1013JR,BU0363AA05,Haarlemmerbuurt-West
1013JS,BU0363AA05,Haarlemmerbuurt-West
1013JT,BU0363AA05,Haarlemmerbuurt-West
1013JV,BU0363AA05,Haarlemmerbuurt-West
1013JW,BU0363AA05,Haarlemmerbuurt-West
1013JX,BU0363AA05,Haarlemmerbuurt-West
1013JZ,BU0363AA05,Haarlemmerbuurt-West
1013KA,BU0363AA05,Haarlemmerbuurt-West
1013KB,BU0363AA05,Haarlemmerbuurt-West
1013KC,BU0363AA05,Haarlemmerbuurt-West
1013KD,BU0363AA05,Haarlemmerbuurt-West
1013KE,BU0363AA05,Haarlemmerbuurt-West
1013KG,BU0363AA05,Haarlemmerbuurt-West
1013KH,BU0363AA05,Haarlemmerbuurt-West
1013KJ,BU0363AA05,Haarlemmerbuurt-West
1013KK,BU0363AA05,Haarlemmerbuurt-West
1013KL,BU0363AA05,Haarlemmerbuurt-West
1013KM,BU0363AA02,Westelijke eilanden
1013KN,BU0363AA02,Westelijke eilanden
1013KP,BU0363AA02,Westelijke eilanden
1013KR,BU0363AA02,Westelijke eilanden
1013KS,BU0363AA02,Westelijke eilanden
1013KT,BU0363AA02,Westelijke eilanden
1013KV,BU0363AA02,Westelijke eilanden
1013KW,BU0363AA02,Westelijke eilanden
1013KX,BU0363AA02,Westelijke eilanden
1013LA,BU0363AA02,Westelijke eilanden
1013LB,BU0363AA02,Westelijke eilanden
1013LC,BU0363EB08,Zeeheldenbuurt
1013LD,BU0363AA01,Planciusbuurt-Noord
1013LE,BU0363AA02,Westelijke eilanden
1013LG,BU0363AA02,Westelijke eilanden
1013LH,BU0363AA02,Westelijke eilanden
1013LJ,BU0363AA02,Westelijke eilanden
1013LL,BU0363AA02,Westelijke eilanden
1013LM,BU0363AA02,Westelijke eilanden
1013LN,BU0363AA02,Westelijke eilanden
1013LP,BU0363AA02,Westelijke eilanden
1013LR,BU0363AA02,Westelijke eilanden
1013LT,BU0363AA02,Westelijke eilanden
1013LV,BU0363AA02,Westelijke eilanden
1013LX,BU0363AA02,Westelijke eilanden
1013LZ,BU0363AA02,Westelijke eilanden
1013MA,BU0363AA02,Westelijke eilanden
1013MB,BU0363AA02,Westelijke eilanden
1013MC,BU0363AA01,Planciusbuurt-Noord
1013MD,BU0363AA02,Westelijke eilanden
1013ME,BU0363AA02,Westelijke eilanden
1013MG,BU0363AA02,Westelijke eilanden
1013MH,BU0363AA04,Planciusbuurt-Zuid
1013MJ,BU0363AA01,Planciusbuurt-Noord
1013MK,BU0363AA01,Planciusbuurt-Noord
1013ML,BU0363AA01,Planciusbuurt-Noord
1013MM,BU0363AA03,Westerdokseiland
1013MN,BU0363AA01,Planciusbuurt-Noord
1013MP,BU0363EB08,Zeeheldenbuurt
1013MR,BU0363EB08,Zeeheldenbuurt
1013MS,BU0363AA01,Planciusbuurt-Noord
1013MT,BU0363AA01,Planciusbuurt-Noord
1013MV,BU0363AA01,Planciusbuurt-Noord
1013MX,BU0363EB07,Spaarndammerbuurt-Noordoost
1013MZ,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013NA,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013NB,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013NC,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013ND,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013NE,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013NG,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013NH,BU0363EB08,Zeeheldenbuurt
1013NJ,BU0363EB08,Zeeheldenbuurt
1013NK,BU0363EB08,Zeeheldenbuurt
1013NL,BU0363EB08,Zeeheldenbuurt
1013NM,BU0363EB08,Zeeheldenbuurt
1013NN,BU0363EB08,Zeeheldenbuurt
1013NP,BU0363EB08,Zeeheldenbuurt
1013NR,BU0363EB08,Zeeheldenbuurt
1013NS,BU0363EB08,Zeeheldenbuurt
1013NT,BU0363EB08,Zeeheldenbuurt
1013NV,BU0363EB08,Zeeheldenbuurt
1013NX,BU0363EB08,Zeeheldenbuurt
1013NZ,BU0363EB08,Zeeheldenbuurt
1013PA,BU0363EB08,Zeeheldenbuurt
1013PB,BU0363EB08,Zeeheldenbuurt
1013PC,BU0363EB08,Zeeheldenbuurt
1013PD,BU0363EB08,Zeeheldenbuurt
1013PE,BU0363EB08,Zeeheldenbuurt
1013PG,BU0363EB08,Zeeheldenbuurt
1013PH,BU0363EB08,Zeeheldenbuurt
1013PJ,BU0363EB08,Zeeheldenbuurt
1013PK,BU0363EB08,Zeeheldenbuurt
1013PL,BU0363EB08,Zeeheldenbuurt
1013PM,BU0363EB08,Zeeheldenbuurt
1013PN,BU0363EB08,Zeeheldenbuurt
1013PP,BU0363EB08,Zeeheldenbuurt
1013PR,BU0363EB08,Zeeheldenbuurt
1013PS,BU0363EB08,Zeeheldenbuurt
1013PT,BU0363EB08,Zeeheldenbuurt
1013PV,BU0363EB08,Zeeheldenbuurt
1013PW,BU0363EB07,Spaarndammerbuurt-Noordoost
1013PX,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RA,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RB,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RC,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RD,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RE,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RG,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RH,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RJ,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RK,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RL,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RM,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RN,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RP,BU0363EB07,Spaarndammerbuurt-Noordoost
1013RR,BU0363EB09,Westergasfabriek
1013RS,BU0363EB09,Westergasfabriek
1013RT,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013RV,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013RW,BU0363EB03,Zaanstraat emplacement
1013RX,BU0363EB05,Spaarndammerbuurt-Midden
1013RZ,BU0363EB04,Spaarndammerbuurt-Noordwest
1013SB,BU0363EB04,Spaarndammerbuurt-Noordwest
1013SC,BU0363EB04,Spaarndammerbuurt-Noordwest
1013SE,BU0363EB04,Spaarndammerbuurt-Noordwest
1013SG,BU0363EB04,Spaarndammerbuurt-Noordwest
1013SH,BU0363EB04,Spaarndammerbuurt-Noordwest
1013SJ,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013SK,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013SL,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013SM,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013SN,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013SP,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013SR,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013ST,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013SV,BU0363EB09,Westergasfabriek
1013SW,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013SX,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013SZ,BU0363EB10,Spaarndammerbuurt-Zuidoost
1013TA,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013TB,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013TC,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013TD,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013TE,BU0363EB05,Spaarndammerbuurt-Midden
1013TG,BU0363EB05,Spaarndammerbuurt-Midden
1013TH,BU0363EB07,Spaarndammerbuurt-Noordoost
1013TJ,BU0363EB07,Spaarndammerbuurt-Noordoost
1013TK,BU0363EB07,Spaarndammerbuurt-Noordoost
1013TL,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013TM,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013TN,BU0363EB05,Spaarndammerbuurt-Midden
1013TP,BU0363EB05,Spaarndammerbuurt-Midden
1013TR,BU0363EB04,Spaarndammerbuurt-Noordwest
1013TS,BU0363EB04,Spaarndammerbuurt-Noordwest
1013TX,BU0363EB05,Spaarndammerbuurt-Midden
1013VB,BU0363EB05,Spaarndammerbuurt-Midden
1013VD,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VG,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VH,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VJ,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VK,BU0363EB05,Spaarndammerbuurt-Midden
1013VL,BU0363EB05,Spaarndammerbuurt-Midden
1013VM,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VN,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VP,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VR,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VS,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VT,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VV,BU0363EB05,Spaarndammerbuurt-Midden
1013VW,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VX,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013VZ,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013WB,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013WC,BU0363EB05,Spaarndammerbuurt-Midden
1013WD,BU0363EB05,Spaarndammerbuurt-Midden
1013WE,BU0363EB05,Spaarndammerbuurt-Midden
1013WG,BU0363EB05,Spaarndammerbuurt-Midden
1013WH,BU0363EB04,Spaarndammerbuurt-Noordwest
1013WJ,BU0363EB04,Spaarndammerbuurt-Noordwest
1013WK,BU0363EB05,Spaarndammerbuurt-Midden
1013WL,BU0363EB05,Spaarndammerbuurt-Midden
1013WN,BU0363EB05,Spaarndammerbuurt-Midden
1013WP,BU0363EB04,Spaarndammerbuurt-Noordwest
1013WR,BU0363EB04,Spaarndammerbuurt-Noordwest
1013WS,BU0363EB04,Spaarndammerbuurt-Noordwest
1013WT,BU0363EB04,Spaarndammerbuurt-Noordwest
1013WV,BU0363EB05,Spaarndammerbuurt-Midden
1013WZ,BU0363EB04,Spaarndammerbuurt-Noordwest
1013XA,BU0363EB04,Spaarndammerbuurt-Noordwest
1013XB,BU0363EB04,Spaarndammerbuurt-Noordwest
1013XC,BU0363EB04,Spaarndammerbuurt-Noordwest
1013XD,BU0363EB05,Spaarndammerbuurt-Midden
1013XE,BU0363EB04,Spaarndammerbuurt-Noordwest
1013XG,BU0363EB04,Spaarndammerbuurt-Noordwest
1013XH,BU0363EB05,Spaarndammerbuurt-Midden
1013XL,BU0363EB05,Spaarndammerbuurt-Midden
1013XM,BU0363EB05,Spaarndammerbuurt-Midden
1013XP,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013XR,BU0363EB06,Spaarndammerbuurt-Zuidwest
1013XS,BU0363EB05,Spaarndammerbuurt-Midden
1013XT,BU0363EB05,Spaarndammerbuurt-Midden
1013XV,BU0363EB04,Spaarndammerbuurt-Noordwest
1013XW,BU0363EB04,Spaarndammerbuurt-Noordwest
1013XX,BU0363EB04,Spaarndammerbuurt-Noordwest
1013XZ,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZA,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZB,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZC,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZD,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZE,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZG,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZH,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZJ,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZK,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZL,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZM,BU0363EB05,Spaarndammerbuurt-Midden
1013ZN,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZP,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZR,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZS,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZT,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZV,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZW,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZX,BU0363EB04,Spaarndammerbuurt-Noordwest
1013ZZ,BU0363EC01,Houthavens-West
1014AA,BU0363EB02,Overbraker Binnenpolder
1014AC,BU0363EA03,Woon- en Groengebied Sloterdijk
1014AD,BU0363EA03,Woon- en Groengebied Sloterdijk
1014AE,BU0363EA03,Woon- en Groengebied Sloterdijk
1014AG,BU0363EA03,Woon- en Groengebied Sloterdijk
1014AH,BU0363EA03,Woon- en Groengebied Sloterdijk
1014AJ,BU0363EB03,Zaanstraat emplacement
1014AK,BU0363EB01,Hemknoop-Zuid
1014AM,BU0363EA02,Contactbuurt
1014AN,BU0363EA01,Isolatorbuurt
1014AP,BU0363EA01,Isolatorbuurt
1014AR,BU0363EA01,Isolatorbuurt
1014AS,BU0363EA01,Isolatorbuurt
1014AT,BU0363EA01,Isolatorbuurt
1014AV,BU0363EA02,Contactbuurt
1014AW,BU0363EA02,Contactbuurt
1014AX,BU0363EA02,Contactbuurt
1014AZ,BU0363EB02,Overbraker Binnenpolder
1014BA,BU0363EA01,Isolatorbuurt
1014BB,BU0363EA01,Isolatorbuurt
1014BC,BU0363BB07,Alfa-driehoek
1014BD,BU0363BA05,Vervoerscentrum
1014BE,BU0363EB09,Westergasfabriek
1014BG,BU0363EA03,Woon- en Groengebied Sloterdijk
1014BH,BU0363EA02,Contactbuurt
1014BJ,BU0363BB07,Alfa-driehoek
1014BK,BU0363BB07,Alfa-driehoek
1014BL,BU0363EA03,Woon- en Groengebied Sloterdijk
1014BM,BU0363BB07,Alfa-driehoek
1014BN,BU0363BB07,Alfa-driehoek
1014BP,BU0363BB07,Alfa-driehoek
1014BS,BU0363BB07,Alfa-driehoek
1014BT,BU0363BB07,Alfa-driehoek
1014BV,BU0363BB07,Alfa-driehoek
1014BW,BU0363BB08,Hemknoop-Noord
1014BX,BU0363EB03,Zaanstraat emplacement
1014BZ,BU0363BB07,Alfa-driehoek
1014CB,BU0363EA03,Woon- en Groengebied Sloterdijk
1014CC,BU0363EA02,Contactbuurt
1014CE,BU0363EA01,Isolatorbuurt
1014DA,BU0363EB09,Westergasfabriek
1014DB,BU0363EB09,Westergasfabriek
1014DC,BU0363EB09,Westergasfabriek
1014DD,BU0363EB09,Westergasfabriek
1014ZA,BU0363EC01,Houthavens-West
1014ZB,BU0363EC01,Houthavens-West
1014ZC,BU0363EC01,Houthavens-West
1014ZE,BU0363EC01,Houthavens-West
1014ZG,BU0363EC01,Houthavens-West
1014ZJ,BU0363EC01,Houthavens-West
1014ZK,BU0363EC01,Houthavens-West
1014ZL,BU0363EC01,Houthavens-West
1014ZM,BU0363EC01,Houthavens-West
1014ZP,BU0363EC01,Houthavens-West
1015AA,BU0363AC01,Langestraat e.o.
1015AB,BU0363AC01,Langestraat e.o.
1015AC,BU0363AC01,Langestraat e.o.
1015AD,BU0363AC01,Langestraat e.o.
1015AE,BU0363AC02,Leliegracht e.o.
1015AG,BU0363AC02,Leliegracht e.o.
1015AH,BU0363AC02,Leliegracht e.o.
1015AJ,BU0363AC02,Leliegracht e.o.
1015AK,BU0363AC01,Langestraat e.o.
1015AL,BU0363AC01,Langestraat e.o.
1015AM,BU0363AC01,Langestraat e.o.
1015AN,BU0363AC01,Langestraat e.o.
1015AP,BU0363AC01,Langestraat e.o.
1015AR,BU0363AC01,Langestraat e.o.
1015AS,BU0363AC02,Leliegracht e.o.
1015AT,BU0363AC01,Langestraat e.o.
1015AV,BU0363AC02,Leliegracht e.o.
1015AW,BU0363AC02,Leliegracht e.o.
